,ID,Members,cables,frequency,from,name,operator,operator:wikidata,operator:wikipedia,ref,route,to,type,voltage,wires,via,note,was:to,via:2,gez,not:operator:wikidata,planned,disused,description,circuits,fixme,location
139,3271409,"['242114569', '242114570', '1028410708', '1021912967', '77946498', '889180904', '1068400048', '1028523635', '1068395552', '1028410713', '1028523631', '1028410714', '1028410707', '1028410712', '1028410711', '1028410710', '1028410709', '863454998']",3,50,Freienbrink, ,E.DIS Netz GmbH,Q1273411,de:E.DIS,Fbr - Ek 1,power,Erkner,route,110000,single, , , , , , , , , , , , 
140,3271410,"['23483391', '200363946', '23483383', '1030227391', '200363950', '200363943', '242124234', '242124237', '382209052', '263744097', '109856421', '39639394']",3,50, , , , , ,Sk - Bk 1/4,power,Wildau,route,110000,single,Niederlehme, , , , , , , , , , , 
141,3271411,"['98633217', '241958541', '241958533', '293215223']",3,50, ,Fü-Bk 4,EON_edis, , , ,power, ,route,110000, , , , , , , , , , , , , 
142,3271508,"['23483391', '242124234', '242124237', '200363942', '200363941', '263744097', '109856421', '293215223', '382209052', '1030227393', '23483383', '200363946']",3,50, , , , , , ,power, ,route,110000,single, , , , , , , , , , , , 
143,3302864,"['940922557', '815584836', '176548928', '176548911', '154779933', '634203752', '700983791', '398680313']",3,50,Umspannwerk Ragow,Hochspannungsleitung 502 Ragow - Jessen Nord,50Hertz Transmission,Q241331,de:50Hertz Transmission,502,power,Umspannwerk Jessen Nord,route,380000,quad, ,ehemals nach Marke, , , , , , , , , , 
144,3304584,"['234817713', '234817705', '805138186', '805138193', '805138185', '459526610', '233516493', '50761702', '37567173', '37567172', '483002823', '805138191', '747150677']",3,50,Thyrow,Thy-Lu 1,E.DIS Netz GmbH,Q1273411,de:E.DIS,1,power, ,route,110000, , , , , , , , , , , , , 
145,3304585,"['234817712', '234817705', '805138186', '805138193', '805138185', '459526608', '233516494', '50761702', '483002823', '805138192', '747150677', '805138194', '747150676']",3,50,Thyrow,Thy-Lu 2,E.DIS Netz GmbH,Q1273411,de:E.DIS,2,power, ,route,110000, , , , , , , , , , , , , 
146,3306342,"['157328339', '510573279', '168688087', '157805722', '1086549375', '1086549372', '940922557']",3,50,Umspannwerk Ragow,Hochspannungsleitung 561 Ragow - Streumen,50Hertz Transmission,Q241331,de:50Hertz Transmission,561,power,Umspannwerk Streumen,route,380000,quad, , , , , , , , , , , , 
147,3306343,"['157328339', '168688090', '510573276', '157805722', '940922557', '1086549374', '1086549371']",3,50,Umspannwerk Ragow,Hochspannungsleitung 562 Ragow - Streumen,50Hertz Transmission,Q241331,de:50Hertz Transmission,562,power,Umspannwerk Streumen,route,380000,quad, , , , , , , , , , , , 
148,3454040,"['95421165', '920058163', '234815406', '234815400', '91680069', '55696788', '234815396', '55696789', '732214681']",3,50, ,SWB - BrN 3,E.DIS Netz GmbH,Q1273411,de:E.DIS, ,power, ,route,110000,single, , , , , , , , , , , , 
149,3454045,"['202585921', '257439413', '257439414', '257439406', '732214678', '91680069', '234815400', '920058157', '234815399', '95421165']",3,50, ,SWB - BrH 4,E.DIS Netz GmbH,Q1273411,de:E.DIS, ,power, ,route,110000,single, , , , , , , , , , , , 
150,3460388,"['55562108', '257776002', '257776008', '39645483', '27543390', '27171723', '40621806', '920058154', '234815405', '95421165']",3,50, ,SWB - Pre 8,E.DIS Netz GmbH,Q1273411,de:E.DIS, ,power, ,route,110000, , , , , , , , , , , , , 
151,3460389,"['257448383', '40621806', '920058156', '210509075', '95421165', '202610156', '210508544', '257476893', '257776003', '819543227', '79365696', '28110828', '257448388', '257448384', '257448385', '257448381', '27651668', '64856342', '28777004', '257776511', '257776512', '257776513']",3,50, ,Ki - SWB 2,E.DIS Netz GmbH,Q1273411,de:E.DIS, ,power, ,route,110000,single, , , , , , , , , , , , 
152,3460424,"['55696786', '234815395', '732214678', '257439406', '257778159', '772998794', '233482183', '944516911', '233482226', '55696789', '234814516', '34375343', '732214681', '940635546']",3,50, ,BrN-Wu,E.DIS Netz GmbH,Q1273411,de:E.DIS,5,power, ,route,110000, , , , , , , , , , , , , 
153,3460425,"['202585921', '202585922', '257439414', '257778159', '772998794', '233482183', '944516910', '233482227', '234814517', '34375343', '940635546']",3,50, ,BrH-Wu 6,E.DIS Netz GmbH,Q1273411,de:E.DIS, ,power, ,route,110000, , , , , , , , , , , , , 
154,3460521,"['27866190', '233664702', '1022574454', '1022574453', '233664695', '26507031', '233665633']",3,50, ,Sed-Gel 5,E.DIS Netz GmbH, , , ,power, ,route,110000,single, , , , , , , , , , , , 
155,3671534,"['276043284', '233482220', '944516914', '233482172', '23599420', '275918804', '9966324', '789025544', '275918796', '242912570', '132239443', '79369851', '167051672', '276052909', '940635546']",3,50,Wustermark,Wu-Fri 1,E.DIS Netz GmbH,Q1273411,de:E.DIS, ,power,Friesack,route,110000, , , , , , , , , , , , , 
156,3671535,"['275918796', '275918804', '275918807', '79369853', '79369854', '124446147', '787138321', '787138322', '276043284', '23599420', '233482172', '944516915', '233482218', '9966324', '242912569', '132239443', '124446145', '787138324', '940635546']",3,50,Wustermark,Wu-Neu 2,E.DIS Netz GmbH,Q1273411,de:E.DIS,2,power, ,route,110000, , , , , , , , , , , , , 
157,3671650,"['276337118', '369538517', '276058816', '79369853', '79369851', '276052908', '167051672', '79369856', '79369857', '88220973']",3,50,Friesack,Fri-Ky 3,E.DIS Netz GmbH, , , ,power,Kyritz,route,110000, ,Heinrichsfeld, , , , , , , , , , , 
158,3674606,"['124446145', '787138321', '787138322', '124446147', '276337106', '79369858', '787138324']",3,50,Neustadt/Dosse,ND-UND,EON_edis, , , ,power,Unterwerk Neustadt/Dosse,route,110000,single, , , , , , , , , , , , 
159,3674607,"['276337118', '369538516', '276058816', '79369854', '276337108', '79369858', '88220973']",3,50,Neustadt/Dosse,Fri-Ky 4,EON_edis, , , ,power,Kyritz,route,110000,single, , , , , , , , , , , , 
160,3674711,"['88220973', '276338382', '276358250', '276358236', '787138325', '787138326', '276358227', '236968677', '236968669', '236968681', '99417004']",3,50,Kyritz,Nru-Ky 1,E.DIS Netz GmbH, , , ,power,Neuruppin,route,110000, , , , , , , , , , , , , 
161,3738978,"['52983550', '156960646', '814296058', '58417796', '156960657', '55875204', '814287228', '172819236', '550112562', '550112563', '40895981', '814254851', '941198517', '137197826']",3,50,Umspannwerk Preilack,Hochspannungsleitung 547 Preilack - Eisenhüttenstadt - Neuenhagen,50Hertz Transmission,Q241331,de:50Hertz Transmission,547,power,Umspannwerk Neuenhagen,route,380000,quad,Umspannwerk Eisenhüttenstadt, , , , , , , , , , , 
162,3738980,"['52983550', '941198517', '520972190', '813972029', '414169327', '58417847', '814296057', '156960646', '172819236', '156960657', '55875205', '814287229']",3,50,Umspannwerk Preilack,Hochspannungsleitung 548 Preilack - Eisenhüttenstadt - Heinersdorf,50Hertz Transmission,Q241331,de:50Hertz Transmission,548,power,Umspannwerk Heinersdorf,route,380000,quad,Umspannwerk Eisenhüttenstadt, , , , , , , , , , , 
163,3749523,"['43163132', '59226317', '758956246', '758956245', '43163137', '11500045', '59524692', '46615737']",3,50,Reuter,904 Reuter - Charlottenburg,50Hertz Transmission,Q241331,de:50Hertz Transmission,904,power,Charlottenburg,route,380000,triple, , , , , , , , , ,1, , 
164,3749524,"['30303506', '40644990', '30954714']",3, ,Berlin/Mitte,919 Berlin Mitte - Friedrichshain,50Hertz Transmission,Q241331,de:50Hertz Transmission,919,power,Friedrichshain,route,380000, , , , , , , , , , , , , 
165,3749525,"['30954714', '758952092', '40553121', '22973070']",6, ,Friedrichshain,921 Friedrichshain - Marzahn,50Hertz Transmission,Q241331,de:50Hertz Transmission,921,power,Marzahn,route,380000, , , , , , , , , , , , , 
166,3749526,"['59524693', '59524692', '43163137', '43163138', '758956249', '758956248', '30303506', '11500045', '43163132']",3,50,Reuter,903 Reuter - Mitte,50Hertz Transmission,Q241331,de:50Hertz Transmission,903,power,Berlin Mitte,route,380000, , , , , , , , , , , , , 
167,3749527,"['30132758', '62216837', '758956244', '758956242', '381739512', '43163132']",3,50,Teufelsbruch,907 Teufelsbruch - Reuter,50Hertz Transmission,Q241331,de:50Hertz Transmission,907,power,Reuter,route,380000, , , , , , , , , , , , , 
168,3764521,"['59226325', '11499908', '758956250', '758956251', '43163139', '43163132', '26535944']",3, ,Heizkraftwerk Reuter,901 Reuter, , , ,901,power,Reuter,route,380000, , , , , , , , , , , , , 
169,3834965,"['78689316', '202804179', '202804185', '241832027', '88351465', '804411985', '288534237', '241832040', '288891780', '75932490', '804442856', '806557260', '288891778', '993931439', '825941239', '288891775', '88351472', '561985237', '826139394', '561985462', '806557264']",3,50,Letschin,Le-Ang 6,E.DIS Netz GmbH,Q1273411, ,6,power,Angermünde,route,110000, , , , , , , , , , , , , 
170,3834966,"['288891778', '825941227', '88217931', '78689424', '78689316', '167405940', '806557260', '804442856', '75932490', '288891768', '79863797', '804442857', '804442855', '561985237', '826139393']",3,50,Angermünde,Frw-Ang 5,E.DIS Netz GmbH, , , ,power,Bad Freienwalde,route,110000,single, , , , , , , , , , , , 
171,3834967,"['288891780', '88348546', '79863797', '202804178', '202804189', '202804188', '241832040', '288534237', '202804183', '241832027', '88351474', '289373978', '244022584']",3,50,Metzdorf,Met-Frw 1,E.DIS Netz GmbH,Q1273411, ,1,power,Bad Freienwalde,route,110000, ,Wriezen, , , , , , , , , , , 
172,3841169,"['289283877', '289283871', '289283874', '23499851', '202267729', '202267730', '289334545', '289334543', '289283878', '210743914', '804411977', '210743916', '289283870', '8656167', '88276389', '804411978']",3,50,Tempelfelde,Tf-Fin 4,EDIS Netz GmbH, , , ,power,Finow,route,110000,single, , , , , , , , , , , , 
173,3841254,"['88283919', '289335808', '88276389', '289283879', '289338066', '88283927']",3,50,Finow,Fin-Ebw 1,E.DIS Netz GmbH, , , ,power,Eberswalde,route,110000,single, , , , , , , , , , , , 
174,3841255,"['88283919', '289335808', '88276389', '289335806', '289338067', '88283927']",3,50,Finow,Fin-Ebw 2,E.DIS Netz GmbH, , , ,power,Eberswalde,route,110000,single, , , , , , , , , , , , 
175,3841603,"['288891776', '825875469', '288891770', '88283941', '289366687', '289283876', '88276389', '289366674', '289366681', '78689316']",3,50,Finow,Hochspannungsleitung Fin - - Ang 1,E.DIS Netz GmbH, , , ,power,Angermünde,route,110000,single, , , , , , , , , , , , 
176,3885041,"['940922557', '763235463', '815584829', '154787291', '947583940', '58417845', '941198517']",3, ,Umspannwerk Ragow,Hochspannungsleitung 539 Ragow - Preilack,50Hertz Transmission,Q241331,de:50Hertz Transmission,539,power,Umspannwerk Preilack,route,380000, , , , , , , , , , , , , 
177,3885042,"['940922557', '815584830', '763235464', '154787291', '947583941', '58417846', '941198517']",3, ,Umspannwerk Ragow,Hochspannungsleitung 540 Ragow - Preilack,50Hertz Transmission,Q241331,de:50Hertz Transmission,540,power,Umspannwerk Preilack,route,380000, , , , , , , , , , , , , 
178,3885043,"['157328339', '168688071', '510573265', '180844651', '259260557', '58974275', '157806991']",3,50,Umspannwerk Streumen,Hochspannungsleitung 557,50Hertz Transmission,Q241331,de:50Hertz Transmission,557,power,Schaltwerk Bärwalde,route,380000, , ,Bärwalde - Streumen, , , , , , , , , , 
179,3885044,"['157328339', '168688086', '510573261', '180844651', '58974299', '259260560', '157806991']",3,50,Umspannwerk Streumen,Hochspannungsleitung 558,50Hertz Transmission,Q241331,de:50Hertz Transmission,558,power,Schaltwerk Bärwalde,route,380000, , ,Bärwalde - Streumen, , , , , , , , , , 
180,3885045,"['941198517', '58417799', '947583943', '1068364858', '1068364861', '1068364864', '1068350839']",3, ,Umspannwerk Preilack,Hochspannungsleitung 559 Preilack - Altdöbern,50Hertz Transmission,Q241331,de:50Hertz Transmission,559,power,Umspannwerk Altdöbern,route,380000, , , , , , , , , , , ,wires ?, 
181,3885046,"['941198517', '58417849', '947583942', '1068364858', '154787322', '510573272', '168688074', '157328339', '1068364860']",3,50,Umspannwerk Preilack,Hochspannungsleitung 560 Preilack - Streumen,50Hertz Transmission,Q241331,de:50Hertz Transmission,560,power,Umspannwerk Streumen,route,380000, , , , , , , , , , , ,wires ?, 
182,5230049,"['29331392', '244426955']",3,50, , , , , , ,power, ,route,110000, , , , , , , , , , , , , 
183,5230050,"['29331528', '233516437', '459526621']",3,50, ,1/2, , , , ,power, ,route,110000,single, , , , , , , , , , , , 
184,5230051,"['233516438', '459526620', '29331528']",3,50, ,3/4, , , , ,power, ,route,110000,single, , , , , , , , , , , , 
185,5230052,"['29331528', '350616915', '210990206', '459526619', '217299195']",3,50, ,5/6, , , , ,power, ,route,110000,single, , , , , , , , , , , , 
186,5230053,"['29331392', '29331859']",3,50, , , , , , ,power, ,route,110000, , , , , , , , , , , , , 
187,5230054,"['29331528', '210990206', '29331742', '459526617', '350616910']",3,50, ,7/8, , , , ,power, ,route,110000,single, , , , , , , , , , , , 
188,5236115,"['369651846', '435572344', '135204759', '234449818', '26407627', '39590144']",3,50, , , , , , ,power, ,route,110000,single, , , , , , , , , , , , 
189,5236116,"['39590147', '234450350', '234449829', '26407626', '39590144']",3,50, , , , , , ,power, ,route,110000,single, , , , , , , , , , , , 
190,5236117,"['39590147', '234449829', '234450349', '39590144', '234449833']",3,50, , , , , , ,power, ,route,110000,single, , , , , , , , , , , , 
191,5236118,"['369651846', '234449818', '135204744', '435572347', '39590144', '234449834']",3,50, , , , , , ,power, ,route,110000,single, , , , , , , , , , , , 
192,5296127,"['40895836', '315395992', '166912769', '20562009', '166885627', '20562114', '940636813', '7979029', '945955002']",3,50, ,MOW-FAL,Stromnetz Berlin,Q110255475, ,805,power, ,route,110000,single, , , , ,786, , , , , , , 
193,5296128,"['40895836', '20562009', '166885627', '315395988', '166912770', '20562114', '940636813', '945955001', '166885638']",3,50, ,MOW-FAL,Stromnetz Berlin,Q110255475, ,806,power, ,route,110000,single, , , , ,787, , , , , , , 
194,5296129,"['40895836', '20562009', '166885627', '166912775', '40895839', '166885617', '945955003', '20562114', '940636813']",3,50, ,MOW-FAL,Stromnetz Berlin,Q110255475, ,807,power, ,route,110000,single, , , , ,727, , , , , , , 
195,5296153,"['354559582', '20562009', '166912772', '166912778', '315395989', '347993176', '24477871']",3,50, ,RUE-FAL,Stromnetz Berlin,Q110255475, ,816,power, ,route,110000,single, , , , , , , , , , , , 
196,5296154,"['354559582', '20562009', '166912772', '166912776', '315395987', '347993145', '24477871']",3,50, ,RUE-FAL,Stromnetz Berlin,Q110255475, ,817,power, ,route,110000,single, , , , , , , , , , , , 
197,5296155,"['354559582', '315395990', '166912771', '20562009', '166912772', '24477874', '24477871']",3,50, ,RUE-FAL,Stromnetz Berlin,Q110255475, ,815,power, ,route,110000,single, , , , , , , , , , , , 
198,5490963,"['805138182', '234817972', '50761715', '50761719', '50761717', '234817707', '234817708', '50761702', '319395122', '50769579', '50769578', '369544110', '641340355', '641340356']",3,50, ,Lu-Rd 1,E.DIS Netz GmbH, , , ,power, ,route,110000, , , , , , , , , , , , , 
199,5490998,"['234817709', '234817707', '50761715', '234817971', '805138183', '50761702', '50761719', '50761717', '50769557', '50769558', '319395122', '369544110', '641340355', '50769579', '50769578', '641340356']",3,50, ,Lu-Rd-Pet 2/2,E.DIS Netz GmbH, , , ,power, ,route,110000, , , , , , , , , , , , , 
200,5491033,"['628130085', '733051488', '733051487', '210973108', '210973107', '369543424', '369542763', '44052603', '210520565', '56049289', '56049285', '234817323', '54035107', '55694197', '257429542', '257429545', '257429538', '205969534', '257429544', '55694206', '55694205', '55875469', '55694211', '55694210', '54035106', '257439415', '234815401', '920058160', '234815400', '95421165', '257429548', '257429543', '40550867', '628130069']",3,50, ,Ri-SWB 1,E.DIS Netz GmbH,Q1273411,de:E.DIS, ,power, ,route,110000,single, , , , , , , , , , , , 
201,5491035,"['628130085', '733051488', '733051487', '369543424', '369542763', '40550867', '44052603', '56049289', '234817324', '54035107', '55694197', '210520565', '56049285', '257429542', '215636505', '257429545', '257429544', '55694205', '55694207', '257429546', '257429534', '215636504', '55875469', '54035106', '257429541', '55694211', '257439415', '234815400', '920058161', '55875468', '95421165', '628130069', '628130082', '210973107']",3,50, ,Ri-SWB 2,E.DIS Netz GmbH,Q1273411,de:E.DIS, ,power, ,route,110000,single, , , , , , , , , , , , 
202,5581798,"['234156601', '11341038', '234156594', '941198517', '174126659', '947583935']",3,50,Kraftwerk Jänschwalde,Hochspannungsleitung ME Jänschwalde - Preilack, , , ,Jän - Prl ME,power,Umspannwerk Preilack,route,380000, , , , , , , , , , , , , 
203,5581799,"['234156597', '234156593', '11341038', '174126658', '947583937', '941198517']",3,50,Kraftwerk Jänschwalde,Hochspannungsleitung MC Jänschwalde - Preilack, , , ,Jän - Prl MC,power,Umspannwerk Preilack,route,380000, , , , , , , , , , , , , 
204,5581800,"['234156599', '941198517', '174126657', '947583938', '115932314', '11341038']",3,50,Kraftwerk Jänschwalde,Hochspannungsleitung MB Jänschwalde - Preilack, , , ,Jän - Prl MB,power,Umspannwerk Preilack,route,380000, , , , , , , , , , , , , 
205,5581801,"['234156597', '207526215', '11341038', '947583936', '234156598', '941198517']",3,50,Kraftwerk Jänschwalde,Hochspannungsleitung MD Jänschwalde - Preilack, , , ,Jän - Prl MD,power,Umspannwerk Preilack,route,380000, , , , , , , , , , , , , 
206,5581802,"['115932301', '234156599', '947583939', '234156600', '941198517', '11341038']",3,50,Kraftwerk Jänschwalde,Hochspannungsleitung MA Jänschwalde - Preilack, , , ,Jän - Prl MA,power,Umspannwerk Preilack,route,380000,_, , , , , , , , , , , , 
207,5581803,"['234156601', '11341038', '234156595', '941198517', '947583934', '234156602']",3,50,Kraftwerk Jänschwalde,Hochspannungsleitung MF Jänschwalde - Preilack, , , ,Jän - Prl MF,power,Umspannwerk Preilack,route,380000, , , , , , , , , , , , , 
208,5613994,"['736462279', '886214424', '886214423', '886214430', '83173906', '886214429', '886214428', '886214427', '886214426', '886214425', '376791917', '320485955', '320463688', '43174768', '69546277', '320454747', '320209877', '26254522', '376837962']", ,50, , ,DB Energie GmbH,Q1152043,de:DB Energie, ,power, ,route,30000, , , , , , , , , , , , , 
209,5638576,"['165716088', '941443168', '201687008', '955779070', '41705263', '378278924', '165716223']",3,50, , ,E.DIS Netz GmbH,Q1273411, , ,power, ,route,110000,single, , , , , , , , , , , , 
210,5638577,"['110547148', '378278924', '41705263', '165716088', '941443168', '955779071', '378282235']",3,50, , ,E.DIS Netz GmbH,Q1273411, , ,power, ,route,110000,single, , , , , , , , , , , , 
211,5638589,"['52444942', '202293885', '226401720', '149737521', '109696878', '226504236', '202293881', '149737521', '78334391', '378282234', '52444940', '52983546', '955779067', '941443168']",3,50, ,EhsP - FFA 2, , , , ,power, ,route,110000,single, , , , , , , , , , , , 
212,5638590,"['52444942', '202293885', '226401720', '149737521', '109696878', '226504234', '202293884', '149737521', '78334391', '378282234', '202293883', '955779066', '378282228', '941443168']",3,50, ,EhsP - FFA 1, , , , ,power, ,route,110000,single, , , , , , , , , , , , 
213,5638696,"['241735023', '955779064', '378282227', '941443168', '170317030', '378294236', '242129619', '241735021', '170317031', '263744097', '242129605', '200363945', '187210832', '382209051', '293215222', '109856421']",3,50, , , , , , ,power, ,route,110000,single, , , , , , , , , , , , 
214,5638697,"['241735023', '941443168', '378282226', '955779065', '170317030', '378294236', '242129619', '170317031', '241735022', '263744097', '242129605', '200363948', '200363944', '382209051', '293215222', '109856421']",3,50, , , , , , ,power, ,route,110000,single, , , , , , , , , , , , 
215,5638737,"['942448205', '25726533', '944513497', '234161543', '788064907', '27748857', '99167264', '788064908', '99169191']",3,50,Umspannwerk Neuenhagen,Hochspannungsleitung Nhg - Hzf 2,E.DIS Netz GmbH,Q1273411, ,2,power, ,route,110000, , , , , , , , , , , , , 
216,5638814,"['41768225', '202527434', '206637406', '206637405', '80261805', '378308916', '338711768']",3,50, , ,E.DIS Netz GmbH,Q1273411,de:E.DIS, ,power, ,route,110000,single, , , , , , , , , , , , 
217,5638859,"['729833044', '233516435', '459526597', '233517752', '317076062', '317076061', '237987500', '156347503', '156347503', '202527435', '202805462', '202805461', '378308917', '41768225']",3,50, , ,E.DIS Netz GmbH,Q1273411,de:E.DIS, ,power, ,route,110000,single, , , , , , , , , , , , 
218,5638860,"['729833044', '233516435', '459526594', '233517751', '317076062', '317076061', '156347503', '237987501', '156347503', '202527435', '202805462', '378312219', '378308920', '41768225']",3,50, , ,E.DIS Netz GmbH,Q1273411,de:E.DIS, ,power, ,route,110000,single, , , , , , , , , , , , 
219,5638875,"['84723151', '206637406', '156346444', '80261805', '51766999', '32884660', '32882485', '221010426', '23447400', '37041671', '32882491', '54278446', '206639500', '338711768']",3,50, ,Thy-SfN,E.DIS Netz GmbH, , ,2,power, ,route,110000, , , , , , , , , , , , , 
220,5648384,"['198895525', '50074149', '35373270']", ,16.7,Schönefeld,15-kV-Bahnstromleitung Schönefeld - Grünauer Kreuz,DB Energie GmbH, , , ,power,Grünauer Kreuz,route,15000,single, , , , , , , , , , , , 
221,5650426,"['22980264', '234670302', '30151911', '25835623', '942448205', '970555590', '970555589', '8074773', '234673882', '1090874993', '234161544', '72865325']",3,50,Umspannwerk Neuenhagen,Hochspannungsleitung Nhg - Bau 1,E.DIS Netz GmbH,Q1273411,de:E.DIS,1,power, ,route,110000,single, , , , , , , , , , , , 
222,5650427,"['22980264', '234670301', '30151911', '25835623', '942448205', '970555590', '970555589', '8074773', '234673880', '1090874994', '234161542', '72865325']",3,50,Umspannwerk Neuenhagen,Hochspannungsleitung Nhg - Bau 2,E.DIS Netz GmbH,Q1273411,de:E.DIS,2,power, ,route,110000,single, , , , , , , , , , , , 
223,5681704,"['30132758', '62216837', '758956244', '758956242', '381739512', '43163132']",3,50,Reuter,908 Teufelsbruch - Reuter,50Hertz Transmission,Q241331,de:50Hertz Transmission,908,power,Teufelsbruch,route,380000, , , , , , , , , , , , , 
224,5681729,"['30132732', '137726981', '48215742']",3,50, , ,Vattenfall Europe Berlin, , , ,power, ,route,110000, , , , , , , , , , , , , 
225,5681736,"['30132732', '48217648', '47020569']",3,50, , ,Vattenfalle Europe AG, , , ,power, ,route,110000, , , , , , , , , , , , , 
226,5681747,"['48217501', '48217497', '30132732']",3,50, , ,Vattenfall Europe AG, , , ,power, ,route,110000, , , , , , , , , , , , , 
227,5681748,"['137726982', '47020569', '48217501']",3,50, , ,Vattenfall Europe AG, , , ,power, ,route,110000, , , , , , , , , , , , , 
228,5681778,"['121486033', '46616430', '46616429']",3,50, , ,Vattenfall Europe AG, , , ,power, ,route,110000, , , , , , , , , , , , , 
229,5681779,"['381745546', '121486033', '47497187']",3,50, , ,Vattenfall Europe AG, , , ,power, ,route,110000, , , , , , , , , , , , , 
230,6054429,"['220311906', '46607750', '46607758']",3,50, , ,Stromnetz Berlin,Q110255475, , ,power, ,route,110000, , , , , , , , , , , , , 
231,6054430,"['46607753', '46607746', '403887144', '403887141', '27259944']",3,50, , ,Stromnetz Berlin,Q110255475, , ,power, ,route,110000, , , , , , , , , , , , , 
232,6054432,"['46607755', '46607747', '46607758']",3,50, , ,Stromnetz Berlin,Q110255475, , ,power, ,route,110000, , , , , , , , , , , , , 
233,6054433,"['46607912', '403887142', '403887143', '27259944', '46607750']",3,50, , ,Stromnetz Berlin,Q110255475, , ,power, ,route,110000, , , , , , , , , , , , , 
234,6054434,"['46607755', '46607911', '403874775', '403874777', '27259944']",3,50, , ,Stromnetz Berlin,Q110255475, , ,power, ,route,110000, , , , , , , , , , , , , 
235,6054601,"['263419601', '46607753', '46607908', '46607750']",3,50, , ,Stromnetz Berlin,Q110255475, , ,power, ,route,110000, , , , , , , , , , , , , 
236,6054602,"['46613882', '589687288', '46613883', '46613741']",3,50, , ,Stromnetz Berlin, , , ,power, ,route,110000, , , , , , , , , , , , , 
237,6054642,"['30303506', '46830007', '46830006']",3,50, , ,Stromnetz Berlin,Q110255475, , ,power, ,route,110000, , , , , , , , , , , , , 
238,6054657,"['30303506', '46512523', '39496398']",3,50, , ,Stromnetz Berlin,Q110255475, , ,power, ,route,110000, , , , , , , , , , , , , 
239,6054658,"['46512518', '46512519', '33718255']",3,50, , ,Stromnetz Berlin,Q110255475, , ,power, ,route,110000, , , , , , , , , , , , , 
